val,City name,City name (CDP),City name (carbonn),City name (PKU),City name (GEA),City name (UITP),City name (WB),Definition (CDP),Definition (carbonn),Definition (WB),Study year (WB),Reporting year (CDP),Scope-1 GHG emissions [tCO2 or tCO2-eq],Scope-1 source dataset,Scope-1 GHG emissions units,Year of emission,Emissions protocol,Gases included (CDP),Methodology details (CDP),Increase/Decrease from last year (CDP),Reason for increase/decrease in emissions (CDP),Scope-2 (CDP) [tCO2-eq],Total emissions (CDP) [tCO2-eq],CDP2016 data edited (CDP),Emissions Quality Flag (CDP),S1 lower bound [tCO2] (CDP),S1 upper bound [tCO2] (CDP),S1 mean (CDP) [tCO2],TOT lower bound [tCO2] (CDP),TOT upper bound [tCO2] (CDP),TOT mean (CDP) [tCO2],Scope fraction (CDP),CO2 emissions per capita (PKU) [tCO2/capita],City location (CDP) [degrees],Latitude (others) [degrees],Longitude (others) [degrees],Coordinate source (others),Country,Region,Population (CDP),Population year (CDP),Population (carbonn),Population year (carbonn),Urban population (PKU),Population (GEA),Population (UITP),Population (WB),Population year (WB),Population (others),Population year (others),Population source (others),Population 1950 (WB),Population 1990 (WB),Population 2010 (WB),Population growth rate 1950-2010 (WB) [people/60years],Population growth rate 1990-2010 (WB) [people/20years],Ancillary from GEA+,City area (CDP) [km2],City area (GEA) [km2],City area (WB) [km2],Built-up area (PKU) [km2],City area (others) [km2],City area source year (others),City area source (others),Population density (GEA) [people/km2],Population density (UITP) [people/km2],Population density (WB) [people/km2],Population/sqrt(area) (GEA) [people/km],Population/sqrt(area) (WB) [people/km],Average altitude [m],Average annual temperature (CDP) [degrees Celsius],Weather station ID (GEA+),CDD 23C (GEA+) [degrees C × days],HDD 15.5C (GEA+) [degrees C × days],HDD 15.5C (clim) [degrees C × days],CDD 23C (clim) [degrees C × days],GDP (CDP) [multiple units],GDP unit (CDP),GDP year (CDP),GDP source (CDP),GDP (carbonn) [multiple units],nGDP (carbonn) [multiple units],GDP unit (carbonn),GDP year (carbonn),GDP (PKU) [10000 RMB],Income per capita (PKU) [RMB/capita],GDP-PPP (others) [$BN],GDP-PPP/capita (others) [USD/capita],GDP-PPP source (others),GDP-PPP year (others),nGDP (others) [$BN],nGDP/capita (others) [USD/capita],nGDP source (others),nGDP year (others),GDP-PPP/capita (GEA) [USD/year],GDP-PPP/capita (UITP) [USD/year],GDP-PPP/capita (WB) [USD/year],Total final consumption per capita (GEA) [GJ/capita/yr],Energy per capita CO2 (WB) [tCO2-eq/capita/yr],Diesel price (GEA+) [USD/liter],Gasoline price (GEA+) [USD/liter],Center of commerce index (GEA+) [dimensionless],Household size (GEA+) [people/household],Household size year (GEA+),Household source (GEA+),Household size comment (GEA+),Urbanization ratio (GEA+) [percent],Water bounded (GEA+),Other bounded (GEA+),Mean one-way travel time (others) [minutes],Mean one-way travel time year (others),Mean one-way travel time source (others),Diesel price 2014 (others) [USD/liter],Gasoline price 2014 (others) [USD/liter],Household size (others) [people/household],Household size year (others),Household size source (others),Household size comment (others),Congestion rank (INRIX) [dimensionless],Peak hours spent in congestion (INRIX) [hours],INRIX congestion index (INRIX) [dimensionless],Average congestion rate (INRIX) [percent],Congestion rank (TomTom) [dimensionless],Congestion level (TomTom) [× 100 percent],Congestion change (TomTom) [× 100 percent],Morning peak (TomTom) [percent],Evening peak (TomTom) [percent],Economy (IESE) [dimensionless],Environment (IESE) [dimensionless],Governance (IESE) [dimensionless],Human capital (IESE) [dimensionless],International impact (IESE) [dimensionless],Mobility and transportation (IESE) [dimensionless],Public management (IESE) [dimensionless],Social cohesion (IESE) [dimensionless],Technology (IESE) [dimensionless],Urban planning (IESE) [dimensionless],CIMI (IESE) [dimensionless],CIMI ranking (IESE) [dimensionless],CIMI performance (IESE) [dimensionless],Urban area name (UEX),Low BUA - 1990 (UEX) [km2],Low BUA - 2000 (UEX) [km2],Low BUA - 2014 (UEX) [km2],High BUA - 1990 (UEX) [km2],High BUA - 2000 (UEX) [km2],High BUA - 2014 (UEX) [km2],Low BUA % - 1990 (UEX) [percent],Low BUA % - 2000 (UEX) [percent],Low BUA % - 2014 (UEX) [percent],High BUA % - 1990 (UEX) [percent],High BUA % - 2000 (UEX) [percent],High BUA % - 2014 (UEX) [percent],Low BUA population density - 1990 (UEX) [people/km2],High BUA population density - 1990 (UEX) [people/km2],Low BUA population density - 2000 (UEX) [people/km2],High BUA population density - 2000 (UEX) [people/km2],Low BUA population density - 2014 (UEX) [people/km2],High BUA population density - 2014 (UEX) [people/km2],Exports (others) [m3],Production (others) [m3],Natgas Export/Production ratio (others),CH4_waste/capita (others) [tCH4/capita],CH4_waste+natgas/capita (others) [tCH4/capita],Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita],Year from CIA (others),AQF (CDP/GEA),AQF (CDP/WB),AQF (CDP/OTHERS),AQF (PKU/GEA),AQF (PKU/WB),AQF (PKU/OTHERS),PQF (CDP),PQF (carbonn),PQF (WB),PQF (WB2010),PQF (OTHERS),HQF (GEA+),HQF (OTHERS)
268,Seoul,Seoul Metropolitan Government,,,,,Seoul ,Administrative boundary of a local government,,Seoul City,1998,2016,25082520,CDP,tCO2-eq,2013,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O; HFCs; PFCs; SF6,"Plus, For Local Government Greenhouse Gas Inventories.,  Korea Environment Corporation, 2010,)",,,22530144,47612664,,A,20551223.489917,21930435.8982568,21240829.6940869,43081367.489917,44460579.8982568,43770973.6940869,1,,"(37.566535, 126.9779692)",37.567,126.966667,https://en.wikipedia.org/wiki/Seoul,South Korea,East Asia,10297138,2015,,,,,,10321496,1998,9995784,,(Special City) https://en.wikipedia.org/wiki/List_of_cities_proper_by_population#cite_note-pop-38,1021000,10544000,9751000,1.03832598698472,0.996098274891423,1,605,,605.21,,605.21,,(Special City) https://en.wikipedia.org/wiki/List_of_cities_proper_by_population#cite_note-seoul1-39,,,17054.4042563738,,419555.676060455,85,12.1,RKSL,,,2416,103,327602162000000,KRW     South Korean Won,2014,Korean Statistical Information Service,,,,,,,845.906,34355,[1] The number is for Seoul-Incheon,2014,233.3,23820.7065550337,"[3], [19]",,,,29000,,4.1,1.4,1.51,61.83,2.51,2009,,,81.345,0,Major River,47.95,2017,Big data analysis conducted by the nation’s No. 2 mobile carrier KT referenced in http://www.koreaherald.com/view.php?ud=20170621000809&mod=skb,1.37,1.55,2.47,2017,http://english.seoul.go.kr/seoul-citizens-happiness-level-highest-three-years/,,,,,,,,,,,14,53,24,15,19,2,39,59,4,78,84.91,7,RA,Seoul Urban Area,1144,1232,1282,1251.0625,1519.9375,1749.5625,0.477649330654211,0.447684585859962,0.422884238738274,0.52235066934579,0.552315414140038,0.577115761261726,1026.26775143169,3280.47759585761,888.642792008586,12698.7273859011,1142.51594168359,12838.7509003607,0,1,0,0.0109325943,0.0157162134,0.0157162134,,,1,1,,,,1,,0,1,,1,1
269,Shanghai,,,Shanghai,Shanghai,Shanghai,Shanghai ,,,Shanghai Government Administered Area (Province) ,2006,,47538733.2263,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,2.35133671793,,31.2286111111,121.474722222,wikipedia,China,East Asia,,,,,20217748,14502576,9570000,18150000,2006,23019196,2010,"(municipality), from wikipedia",4301000,7823000,19554000,1.02556006877174,1.04687086672344,1,,,6340.5,1921.1,6341,,"(city), from wikipedia",3700,19631,2862.55027206056,,227937.025158045,,,ZSSS,601,1147,1290,410,,,,,,,,,169715503,71923.6,0.00235133671793,15288.7139108,[1],2014,250.7,11234.5955635,"[3], [19]",,9584.50415981271,2474.12,15300,140.538831583862,10.9,1.01,0.99,52.89,2.89,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,Section 4-5,42.522,1,,,,,1.09,1.17,,,,,,,,,22,0.41,0.05,76%,77%,79,165,61,12,12,4,148,163,7,102,63.73,80,RA,Shanghai Urban Area,3645.25,4112.625,3873.9375,2201.9375,3295.9375,5733.8125,0.623419378974934,0.555117811316298,0.403209648460878,0.376580621025065,0.444882188683702,0.596790351539122,303255.045263672,0,806.569135633661,7776.41111585553,604.985554191824,7113.68328676631,,,,,,,,,,,,0,0,,,1,1,1,1,
270,Shantou,,,Shantou,,,,,,,,,2213793,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.6,,23.35,116.666666667,wikipedia,China,East Asia,,,,,3689655,,,,,5389328,,"(pref.-level city), from wikipedia",,,,,,,,,,230.9,2248.39,,"(city), from wikipedia",,,,,,,,,,,50,588,,,,,,,,,11995195,27836.15,0.0006,,[1],2014,18,3376.47720878,[19],,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Shantou Urban Area,1053.8125,1079.875,1140.6875,2035.5625,2097.0625,2187.9375,0.341108638478657,0.339910684424859,0.342690300048819,0.658891361521343,0.660089315575141,0.657309699951181,2099.65516350487,9851.28115096789,668.317864582768,4880.71933138295,713.100327673654,5519.83968569516,,,,,,,,,,,,,0,,,,,,,
271,Shenyang,,,Shenyang,Shenyang,,,,,,,,12745308,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,2.04,,41.8,123.4,wikipedia,China,East Asia,,,,,6247700,7035600,,,,6255921,,"wikipedia, urban values",,,,,,1,,12942,,591,3464,,"(urban), from wikipedia",543.625405656004,,,61844.4088340521,,,,ZYYY,198,3642,3671,73,,,,,,,,,41849101,42649.95,0.00204,,[1],2014,64.3,10511.6887363,"[3], [19]",,10380.6152598498,,,107.243810838765,,1.01,0.99,,3.14,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Liaoning""",42.522,0,"River, Mountains",,,,1.09,1.17,,,,,,,,,32,0.39,0.02,60%,73%,139,178,137,147,137,111,172,143,36,129,42.7,162,B,Shenyang Urban Area,497.6875,541.4375,612.6875,778.5625,873.5625,1179.75,0.389960822722821,0.382641342756184,0.341818055022839,0.610039177277179,0.617358657243816,0.658181944977161,1593.8839074455,6975.4203655262,886.041865755634,7372.01408337213,599.654435900691,6155.90278915794,,,,,,,,,,,0,,0,,,,,,1,
272,Shenzhen,,,Shenzhen,Shenzhen,,,,,,,,20444357.3118,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.97370200148,,22.55,114.1,wikipedia,China,East Asia,,,,,10358381,7233375,,,,12528300,2017,"(sub-provincial city), from wikipedia",,,,,,1,,,,932.6,2050,,"(city), from wikipedia",5100,,,,,,,ZGSZ,1074,142,146,709,,,,,,,,,95815101,50455.03,0,,[21],2015,141.5,13605.7692308,,,23296.3652679262,,,94.4097030913432,,1.01,0.99,40.04,3.65,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Guangdong""",42.522,1,,,,,1.09,1.17,,,,,,,,,15,0.44,0.07,62%,84%,94,162,149,49,18,36,177,146,27,81,53.96,118,M,see: Guangzhou and Hong Kong Urban Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1,
273,Shijiazhuang,,,Shijiazhuang,Shijiazhuang,,,,,,,,6524736.36402,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.26813755136,,38.0666666667,114.483333333,wikipedia,China,East Asia,,,,,5145133,9395000,,,,4303700,,"wikipedia, urban values",,,,,,1,,15722,,297.3,15848,,"(urban), from wikipedia",597.570283678921,,,74927.7840000855,,,,ZBSJ,367,2395,2162,348,,,,,,,,,12397815,33339.28,0.00126813755136,,[1],2014,18,6289.3081761,[19],,6252.66154235088,,,69.4075667613092,,1.01,0.99,,3.28,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Hubei""",42.522,0,Mountains,,,,1.09,1.17,,,,,,,,,18,0.42,0.06,70%,84%,,,,,,,,,,,,,,Shijiazhuang Urban Area,298.75,361.25,374,513.5,647.125,775.5,0.367805478608803,0.358249659104996,0.325358851674641,0.632194521391197,0.641750340895004,0.674641148325359,496.823279143151,5072.63537203166,389.80623143709,5531.23185027021,368.192940051043,5224.72899274008,,,,,,,,,,,0,,0,,,,,,1,
274,Shimla,,Shimla Municipal Corporation,,,,,,Municipality,,,,218896,carbonn,tCO2-eq,2013,Community - GPC,,,,,,,,,,,,,,,,,,31.10482,77.173403,carbonn,India,South Asia,,,169758,2011,,,,,,169578,2011,Wikipedia,,,,,,,,,,,35.34,2011,Wikipedia,,,,,,,,,,,653,197,,,,,0,333092313.265448,INR,2015,,,,,,,0.333092313265448,,"carbonn, scaled to $BN USD",,,,,,,,,,,,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Shimla Urban Area,0.625,1.9375,4.625,0,0,0,1,1,1,0,0,0,2497.75081890291,15147.1571061994,111054.165259577,0,51553.3307487385,0,,,,,,,,,,,,,,,1,,,1,,
275,Singapore,,Government of Singapore,,Singapore,Singapore,,,Sovereign city-state,,,,46831680,carbonn,tCO2-eq,2010,Community,,,,,,,,,,,,,,,,,,1.283333,103.833333,carbonn,Singapore,Southeast Asia,,,5535000,2015,,4327468,2986500,,,5607300,2015,Wikipedia,,,,,,1,,710,,,719.9,2015,Wikipedia,6095.02535211268,9353,,162406.980054603,,,,WSAP,1876,0,0,1086,,,,,390089100000,359124395494.953,SGD,2014,,,365.928,66864,[1],2014,222.7,43786.8659064098,"[3], [19]",2010,29809.5791811748,28577.93,,158.369118385162,,0.9,1.07,66.16,3.5,2010,http://www.singstat.gov.sg/stats/themes/people/hhldindicators.pdf,,100,1,,,,,1.16,1.58,,,,,715,10,1.8,2.5%,55,0.34,0.03,53%,60%,21,10,15,56,25,89,19,75,30,88,79.22,22,RA,Singapore Urban Area,371.625,416.375,458.5625,600,720.5625,793.625,0.382477807796218,0.366225056346545,0.366209134015473,0.617522192203782,0.633774943653455,0.633790865984527,282.495626367907,2119.32235867369,472.994653526569,6750.02418415775,657.157168061895,9022.88652292126,,,,,,,,,,,,,,,0,,,0,1,
276,"Somerville, MA","City of Somerville, MA",,,,,,Administrative boundary of a local government,,,,2016,461798,CDP,tCO2-eq,2014,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,,This is our first year of calculation,,124510,586308,,A,383007.55536416,422697.40962836,402852.48249626,507517.55536416,547207.40962836,527362.48249626,1,,"(42.393449, -71.082647)",42.388,-71.1,"https://en.wikipedia.org/wiki/Somerville,_Massachusetts",USA,North America,78900,2014,,,,,,,,81322,2016,https://www.census.gov/quickfacts/fact/table/somervillecitymassachusetts/PST045216,,,,,,,10.3,,,,10.6707588,2010,https://www.census.gov/quickfacts/fact/table/somervillecitymassachusetts/PST045216,,,,,,4,,,,,2430,3,,,,,,,,,,,,,,2008,,,[20],,,,,,,,,,,,,,,,,29.7,(2011-2015),,0.97,0.86,2.35,2011-2015,https://www.census.gov/quickfacts/fact/table/somervillecitymassachusetts/PST045216,,,,,,,,,,,,,,,,,,,,,,,,see: Boston Urban Area,,,,,,,,,,,,,,,,,,,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
277,Sorocaba,Prefeitura de Sorocaba,,,,,,Administrative boundary of a local government,,,,2016,980290,CDP,tCO2-eq,2012,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; CH4; N2O; HFCs; PFCs; SF6,"This inventory were considered for calculating the following greenhouse gases ( GHG ) : Carbon Dioxide ( CO2 ), methane ( CH4 ) , nitrous oxide ( N2O ) , Hydrochlorofluorocarbons ( HFC "" s ) , Perclorofluorcarbonos ( PFC "" s ) and hexafluoride Sulfur ( SF6 ) . , 2000 IPCC Good Practice Guidance and Management in Natural Uncertanty Greenhouse Gas Inventories ; 2006 IPCC Guidelines for National , Greenhouse Gas Inventories ISO 14064-1/2006 : To estimate GHG emissions in Sorocaba , the following references were used : Greenhouse Gases , ISO 14064-2/2007 : Greenhouse Gases , Global Protocol for Community - Scale Greenhouse Gas Emissions ( GPC ) 2012. Potential GHG Global Warming was used , according to the Second Assessment Report of the IPCC (1995 ) . The sectors analyzed were : agriculture, forestry and land use ( rice planting in irrigated systems , liming the soil , herd management and animal manure management , agricultural soil management , agricultural waste burning and land use change ) , energy ( mobile combustion , stationary combustion and electricity consumption ) ; industry , and waste ( landfill and sewage treatment ) . Databases respected in the country , as the IBGE and SEADE were used , in addition to consulting the ANP ( National Petroleum Agency ) , municipal government information , agencies and agriculture companies .",Other,"There is only an elaborate inventory, so we can not compare emissions",133680.5,1113971,,A,677302.014402934,707250.905581017,692276.459991975,810983.014402934,840931.905581017,825957.459991975,0.999999551155281,,"(-23.4774899, -47.4220615)",-23.502,-47.458056,https://en.wikipedia.org/wiki/Sorocaba,Brazil,Latin America & Caribbean,644919,2015,,,,,,,,644919,2015,(Municipality) https://en.wikipedia.org/wiki/Sorocaba#cite_note-ibge2-1,,,,,,,450,,,,450.38,,(Municipality) https://en.wikipedia.org/wiki/Sorocaba,,,,,,601,20.8,,,,0,4,44950031,USD     US Dollar,2013,IBGE,,,,,,,,,,2008,21,16380.655226209,[19],,,,,,,,,,,,,,,,,,,,1.02,1.27,3.25437835963239,2010,http://cod.ibge.gov.br/1RPX4     (population est 2016 652.481) 2010 census,,362,21,4.6,10.9%,,,,,,,,,,,,,,,,,,,Prefeitura de Sorocaba Urban Area,83.25,88.6875,91.0625,143.75,155.0625,168.625,0.366740088105727,0.363846153846154,0.350661853188929,0.633259911894273,0.636153846153846,0.649338146811071,1042.72322754388,1498.52394599419,258.55167089625,3764.94504030805,231.240489135167,4454.5926054466,11700000000,17030000000,0.69,0.0151203426,0.0204194776,0.0167788505,,,,1,,,,1,,,,1,,1
278,St Louis,City of St Louis,,,,,,Administrative boundary of a local government,,,,2016,2481945.42,CDP,tCO2-eq,2014,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),CO2; CH4; N2O; HFCs,We are using the 4th edition of the Protocol.,Decreased,The City has encouraged and facilitated numerous sustainability initiatives in the past several years,6153317.9,8703679.12,,A,2163094.77070271,2323712.41743825,2243403.59407048,8384828.47070271,8545446.11743825,8465137.29407048,0.992139439074358,,"(38.6270025, -90.1994042)",38.627,-90.197778,https://en.wikipedia.org/wiki/St._Louis,USA,North America,319294,2010,,,,,,,,311404,2016,https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/PST045216,,,,,,,170.9,,,,160.3462809,2010,https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/PST045216,,,,,,142,13.9,,,,464,73,149900000000,USD     US Dollar,2014,https://www.stlouis-mo.gov/government/departments/budget/documents/upload/FY15-AOP-Summary-Overview-and-charts-S-1-to-S-82.pdf,,,,,,,140.584,50070,[1],2014,125,43998.5920450546,[19],,,,,,,,,,,,,,,,,23.6,(2011-2015),,0.97,0.86,2.2,2011-2015,https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/PST045216,,329,22,3.4,4.3%,,,,,,,,,,,,,,,,,,,Saint Louis Urban Area,579.625,579.75,592.75,1262.5,1368.8125,1425.75,0.314650200176427,0.297527023126022,0.293658657418875,0.685349799823573,0.702472976873978,0.706341342581125,469.227638294996,1101.76472479101,197.177113168312,1224.10218042046,182.659556779893,1213.91211282668,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
279,Stockholm,City of Stockholm,,,Stockholm county,Stockholm,,Administrative boundary of a local government,,,,2017,1834343,CDP,tCO2-eq,2015,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,,Decreased,"Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile, the population has grown by about 200 000 inhabitants. In Stockholm, it can be said that the reduction in per capita emissions by half will depend on the actual response, half of the population growth. The greenhouse gas emissions in Stockholm is calculated to 2.5 tonnes per capita in 2015, which can be compared to 2.6 tonnes per capita in 2014. Energy use for heating has decreased, which is due to energy efficiency measures and conversions (from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. Electricity use is however quite constant. The car traffic is constant in the last years even though the population has increased. However, there has been an increase in truck traffic. The overall greenhouse gas emissions from transportation is constant over the last years.",859099,2693442,Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope,B,937311.483981331,1000320.54442612,968816.014203727,1796410.48398133,1859419.54442612,1827915.01420373,1,,"(59.3293235, 18.0685808)",59.329,18.068611,https://en.wikipedia.org/wiki/Stockholm,Sweden,Europe,923516,2015,,,,1889945,1725756,,,901000,2016,http://www.c40.org/cities/stockholm,,,,,,1,216,6488,,,216,2016,http://www.c40.org/cities/stockholm,291.298551171393,2903,,23463.551314616,,50,7,ESSB,18,3210,3172,0,416797,,2013,GDP is in (ppp)(mllion) source: Statistics Sweden,,,,,,,142.953,56250,[1],2014,143,71428.5714285714,[19],,45421.5825239852,33437.69,,70.4080736741016,,1.52,1.38,56.67,1.93,2011,http://www.ssd.scb.se/databaser/makro/start.asp?lang=2,Calculation: population/households (863110/445676),84.319,1,Marshland?,35,2009,"TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)",1.82,1.82,2.11326885192076,2016,http://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101S/HushallT03/table/tableViewLayout1/?rxid=5b1086fd-d703-4c03-8791-3c76c740804f,,116,35,5.9,10.7%,92,0.28,-0.01,48%,61%,24,4,30,75,37,7,81,54,55,66,77.76,25,RA,City of Stockholm Urban Area,199.0625,217.375,223.6875,308.125,329.5,358.25,0.392483056069008,0.397485714285714,0.384384061862313,0.607516943930992,0.602514285714286,0.615615938137687,651.935144612131,6893.0567278766,511.96761820736,4056.25095245871,566.552719406713,4762.16149759392,0,1,0,0.0322533841,0.0346900756,0.0346900756,,0,,1,,,,1,,,,1,1,1
280,Surat,,Surat Municipal Corporation,,,,,,Municipality,,,,16255462,carbonn,tCO2-eq,2011,Community,,,,,,,,,,,,,,,,,,21.178284,72.807696,carbonn,India,South Asia,,,4466826,2011,,,,,,4467797,2011,Wikipedia,,,,,,,,,,,326.515,2011,Wikipedia,,,,,,,,,,,0,1398,,,,,,8764626146.00931,,,,,36,,[2],2008,14,3206596.42693541,"[3], [19]",,,,,,,,,,,,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Surat Urban Area,168.0625,206.625,236.8125,80.625,148.75,287.125,0.675797939180699,0.581428068941259,0.451986162471669,0.324202060819301,0.418571931058741,0.548013837528331,911.283614415782,8868.37505371922,2063.1488329634,20625.3645833504,2112.73216763991,18269.3455627667,,,,,,,,,,,,,,,1,,,1,,
281,Suwon,Suwon City,,,,,,Administrative boundary of a local government,,,,2016,3670140,CDP,tCO2-eq,2013,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; CH4; N2O; HFCs; PFCs; SF6,,Increased,"Emissions increased 2.3% from last year’s emission total of 5,749,476 tons. This rise was due to a short-term phenomenon of rising waste generation at factory sites within Suwon. However, aside from the waste treatment sector, other sectors saw no increase in their emission rates.",2710235,5775155,,A,3132405.92376293,3296078.61847249,3214242.27111771,5237420.92376293,5401093.61847249,5319257.27111771,1.10479718726164,,"(37.2635727, 127.0286009)",37.267,127.016667,https://en.wikipedia.org/wiki/Suwon,South Korea,East Asia,1221973,2015,,,,,,,,1170878,2013,https://en.wikipedia.org/wiki/Suwon#cite_note-1,,,,,,,121,,,,121.04,,https://en.wikipedia.org/wiki/Suwon,,,,,,75,13.1,,,,2416,103,12443320800000,,2012,Match statistics,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,43.5,2017,"NB: FOR GYEONNGGI PROVINCE, Big data analysis conducted by the nation’s No. 2 mobile carrier KT referenced in http://www.koreaherald.com/view.php?ud=20170621000809&mod=skb",1.37,1.55,2.68,2015,"kostat.go.kr, downloaded file cer2015phc_incheon.pdf",,,,,,,,,,,,,,,,,,,,,,,,see: Soul Urban Area,,,,,,,,,,,,,,,,,,,0,1,0,0.0109325943,0.0157162134,0.0157162134,,,,1,,,,1,,,,1,,1
282,Suzhou,,,Suzhou,,,,,,,,,10917942.385,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.48958612877,,31.3,120.6,wikipedia,China,East Asia,,,,,7329514,,,,,10465994,2010,"(pref.-level city), from wikipedia",,,,,,,,,,832.1,8488.42,,"(city), from wikipedia",,,,,,,,,,,1352,451,,,,,,,,,35727500,48407,0.00148958612877,,[1],2014,52.7,12935.6897398,"[3], [19]",,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,62,0.32,0.06,54%,56%,129,173,132,92,82,60,178,113,32,2,51.27,129,M,see: Shanghai Urban Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,
283,Sydney,City of Sydney,,,Sydney,Sydney,,Administrative boundary of a local government,,,,2016,359064,CDP,tCO2-eq,2015,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O; HFCs; PFCs; SF6; NF3,"Traditionally the City of Sydney has calculated city-wide GHG emissions based on the CCAP reporting tool by Kinesis - a private consultancy commissioned by the City. Recently the City has also developed GPC BASIC inventories for the 2005/06, 2013/14 and  2014/15 years to be compliant with the Compact of Mayors. The GPC BASIC inventories show lower emissions compared with inventories based on the CCAP tool due to different methodologies and emissions sources. Future year’s reports may be subject to change as the City of Sydney will be updating its inventories in the short term for achieving beyond GPC BASIC compliance.",Decreased,"City of Sydney emissions have decreased due to cleaning of the grid, increased network costs leading to greater awareness and behaviour change (indicating there is some price elasticity in electricity consumption), improved energy efficiency, uptake of solar PV installations and weather influences.",3197465,3556529,,A,165405.67952832,199266.236357417,182335.957942868,3362870.67952832,3396731.23635742,3379800.95794287,1,,"(-33.8674869, 151.2069902)",-33.865,151.209444,https://en.wikipedia.org/wiki/Sydney,Australia,Oceania,205339,2015,,,,4399000,3741290,,,205000,2016,http://www.c40.org/cities/sydney,,,,,,1,26,12144.6,,,26,2016,http://www.c40.org/cities/sydney,362.218599212819,1893,,39917.4099602816,,39,20,94768,140,335,108,32,110000000000,AUD     Australian Dollar,2015,City Strategic Research Unit,,,,,,,223.413,46344,[1],2014,268.9,58545.6128891792,"[3], [19]",,40378.3261352707,22397.32,,215.958172311889,,0.94,0.74,58.33,2.7,2011,http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/1GSYD?opendocument&navpos=220#householdcomposition,,88.182,1,,33,2012,"TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)",1.28,1.23,2.1,2011,"http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/CED143?opendocument&navpos=220 [Commonwealth Electoral Divisions, popn 170,696 in 2011]",,,,,,29,0.39,0.03,67%,68%,17,30,37,37,33,71,16,58,24,20,81.14,16,RA,City of Sydney Urban Area,535.4375,523.1875,504.875,1359.875,1440.625,1507.3125,0.282506183017312,0.266414181598294,0.25090852616866,0.717493816982688,0.733585818401706,0.74909147383134,103.019858863125,1352.72870171864,118.215059888822,2278.08831750899,115.533774147218,2743.98870549408,31610000000,62640000000,0.5,0.0277933709,0.039682077,0.0336826837,,0,,1,,,,1,,,,1,1,1
